,index,Lat,Long,Magnitude,Epicenter,DateTime
949,963,27.09,86.96,4.5,Bhojpur,2019-01-22 22:30:00
950,962,27.81,88.18,4.6,Taplejung,2019-02-14 17:11:00
951,961,27.68,85.27,4.0,Kathmandu,2019-02-16 20:34:00
952,960,27.66,86.0,4.4,Dolakha,2019-02-26 16:15:00
953,959,27.84,85.95,4.1,Sindhupalchok,2019-02-26 16:20:00
954,958,27.63,85.16,4.1,Makawanpur,2019-03-18 09:01:00
955,957,28.98,81.69,4.1,Dailekh,2019-04-01 20:47:00
956,956,27.76,86.27,4.2,Dolakha,2019-04-09 13:05:00
957,955,28.03,85.38,4.6,Rasuwa,2019-04-13 10:25:00
958,954,29.49,81.24,4.8,Bajhang,2019-04-14 04:27:00
959,953,28.0,84.76,4.5,Gorkha,2019-04-16 12:35:00
960,952,27.69,85.17,5.2,Dhading,2019-04-24 06:29:00
961,951,27.7,85.14,4.3,Dhading,2019-04-24 06:40:00
962,950,27.93,85.94,4.0,Sindhupalchowk,2019-04-29 11:35:00
963,949,27.94,85.72,4.0,Sindhupalchowk,2019-05-04 08:37:00
964,948,28.98,81.78,5.1,Dailekh,2019-05-11 00:36:00
